artists ,name ,release_year ,genre ,lyrics,duration ,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
kenny rogers,tennessee bottle,1978,country,break break commandments wish teach live valley hill steal moonshine illegal still folks say rile cause kill want tennessee bottle need arkansas ozark mountain sunrise hide life life life hide life hide life try farm try try cuttin timberline pain sweat reward labor rob bank rob train lose poker game give gamble cause shame cheat friends neighbor want tennessee bottle need arkansas ozark mountain sunrise hide life life life hide life hide life think gonna quit change ways settle live honest say crime gotta nuff live think gonna little leave doors lock foot sock cash stand want tennessee bottle need arkansas ozark mountain sunrise hide life life life hide life hide life,112,0.66641395,0.607978873,0.141565403,1.73E-05,0.854699093,0.660650062,world/life,0.6
atlanta rhythm section,imaginary lover,1978,country,imaginary lovers turn turn away private pleasure midnight fantasy share wildest dream imaginary lover anytime imaginary lovers yeah ordinary lovers feel feel real life situations lose thrill imagination unreal imaginary lover imaginary lover anytime imaginary lovers disagree care need satisfaction guarantee imaginary lover imaginary lover time imaginary lover anytime,49,0.580851294,0.55390611,0.411645996,0.415991903,0.4641385,0.367347609,romantic,0.6
ronnie milsap,let's take the long way around the world,1978,country,daily rush things stop think time things time know go long world share long world real slow hungry talk hand say thing last long world share long world real slow repeat twice fade,33,0.328495614,0.616593595,0.564256591,0.008137652,0.173536686,0.346325931,world/life,0.6
hank williams,window shopping,1978,country,window shop window shop lookin buyin tryin best deal away kiss heart fool fall feel want real window shop window shop window shop lookin buyin tryin best deal away kiss heart fool fall feel want real window shop,38,0.746561248,0.51272979,0.846385388,3.81E-05,0.893858203,0.145118446,sadness,0.6
hank williams,i won't be home no more,1978,country,time late try couldn date home time miss boat coat write cause home stand month wait busy pitchin come fall scratch right slate hang sign gate time late home time turn drive buggy look turn home time change tune tell trouble moon cause home patient kind believe alibi change mind fish time celebrate things calculate time late home,58,0.754142749,0.539343127,0.816264876,0,0.964962902,0.240216511,night/time,0.6
hank williams,crazy heart,1978,country,think care act smart break crazy heart live promise know fall apart break crazy heart admit mistake know chance takin know couldn tell start break crazy heart know missin try best warn wouldn listen tell wrong think smart break crazy heart,41,0.613343442,0.569186986,0.914658549,6.41E-06,0.599134378,0.166140124,sadness,0.6
don williams,lay down beside me,1978,country,spend life look find wasn easy know mile hide kiss hurtin world away hold close feel heartbeat wander away mornings even music till hear know smile rest awhile hide kiss hurtin world away hold close feel heartbeat wander away,39,0.470377992,0.482193677,0.633533769,0.047874494,0.188994229,0.196171092,sadness,0.6
eddie rabbitt,plain as the pain on my face,1978,country,honkytonk hero honkytonk girl take heartbreak ride world bartender sit drink place plain pain face lips burn hole heart hold apart bartender look like hopeless plain pain face plain pain run like rain cheek lie eye bartender think human race plain pain face plain pain run like rain cheek lie eye bartender think human race plain pain face plain pain face,61,0.723816744,0.687100992,0.145581471,0,0.775350371,0.61560361,sadness,0.6
kenny rogers,making music for money,1978,country,wake morning tire think count money count sheep agent call tell music money instead make music say know sound funny money mean nothin music money gonna music say people songs roll long say commerical want turn people say turn people beautiful place spend time makin memorable rhyme gonna turn say know sound funny money mean nothin music money gonna music go country tell scene place charm untouched music machine people havin good time makin music long care pay playin song say know sound funny money mean nothin music money gonna music,91,0.724899816,0.656052099,0.269075571,3.76E-06,0.965993405,0.854850322,obscene,0.6
joe walsh,at the station,1978,country,standin station line feelin impatient wish mind platform phone keep eatin dim answer train leavin right time fallin fallin standin station battle standin station like relieve command fallin fallin,29,0.296003466,0.595569572,0.00609338,0.005668016,0.20342127,0.552538578,night/time,0.6
john prine,aw heck,1978,country,sardine long woman stark naked live tree long woman cannibals catch long woman electric chair phony long sittin woman mile smile lovin arm neck heck spine start tingle bell start ringling torture stretch like rubber band long woman jump fear long near woman,43,0.74114589,0.519036997,0.428714286,0.181174089,0.871187139,0.512497287,romantic,0.6
atlanta rhythm section,i'm not gonna let it bother me tonight,1978,country,pick paper morning read daily blue world tragedy wonder pain injustice sorrow live danger zone world tomorrow gonna bother tonight gonna bother tonight tomorrow suicide bother tonight life street jungle struggle beat rat winnin race gonna bother tonight gonna bother tonight world uproar sight bother tonight gonna bother tonight tomorrow suicide bother tonight lord lord lord trouble today bartender pour double right gonna bother tonight gonna bother tonight world uproar sight bother tonight gonna bother tonight gonna bother tonight tomorrow suicide bother tonight,83,0.46929492,0.59831295,0.090862541,0,0.603256389,0.442425029,night/time,0.6
joe walsh,indian summer,1978,country,take surprise thunder star rain take younger vacant fall bring indian summer plenty place play hear call away hear thunder away summer winter cold smarter year fish hole need bait safety hook bamboo pole ones home little ones away hear thunder walk easy find time mind wander hear call indian summer,51,0.642586375,0.624695536,0.219878735,0.0003583,0.47856554,0.520505545,music,0.6
the marshall tucker band,i'll be loving you,1978,country,love morning melt morning love even tell love love die days love fool ways dream love know gotta love mean know cause love morning melt morning love,27,0.375067692,0.738173987,0.000654619,0.024595142,0.680544106,0.907905032,romantic,0.6
conway twitty,"play, guitar play",1978,country,play guitar play yesterday cotton grow field hear momma call look ayonder come road come home know leave live awful thing tell pack clothe play guitar play help help dollar time song crowd lord wonder know read line song sing good go wrong guitar years kill climb distant wonder think guitar play,52,0.732481317,0.525651873,0.39658574,0.00111336,0.798021434,0.402383738,music,0.6
warren zevon,veracruz,1978,country,hear gun hear cry late night hear news veracruz die veracruz die call swear father voice say stay slay leave choice servants ride child close chest american troop withdraw zapata rest hear gun hear call veracruz die cuernavaca fall aquel jure hacia puerto volveré aunque destino cambio veracruz moriré aquel jure hear gun hear harbor say veracruz die,58,0.587349724,0.623490501,0.398593774,0.001143725,0.266281946,0.381362061,music,0.6
rosanne cash,the way we make a broken heart,1979,country,kiss miss night guilty secret tell lie feel sorry cry string aren attach catch break heart lesson number begin hurt lesson long light lesson get knees beg stop door come apart break heart trail tear follow think line swallow lesson dark night light affair somebody likely hurt cause millions like practice break heart break heart break heart break heart,59,0.751976606,0.59941543,0.364457193,0.000147773,0.88561418,0.430412642,sadness,0.585714286
david allan coe,honey don't,1979,country,ramble mississippi time tennessee server sentence fender twin amplifier shit shit pay dues musicians union shit satan sound devil guitar heart banjo shit,23,0.622008015,0.678793939,0.124497113,0.013967611,0.840272053,0.874870967,obscene,0.585714286
